Time,Open,High,Low,Close,Volume
2020-04-01 16:05:00,263400.0,263400.0,263300.0,263350.0,7.24703814
2020-04-01 16:06:00,263750.0,263750.0,263750.0,263750.0,0.00189574
2020-04-01 16:07:00,263750.0,263750.0,263500.0,263550.0,4.17286979
2020-04-01 16:08:00,263600.0,263800.0,263600.0,263800.0,0.13972989
2020-04-01 16:09:00,263800.0,263800.0,263800.0,263800.0,0.19688412
2020-04-01 16:10:00,263800.0,263800.0,263600.0,263600.0,0.38117892
2020-04-01 16:12:00,263600.0,263600.0,263600.0,263600.0,0.22
2020-04-01 16:13:00,263600.0,263600.0,263600.0,263600.0,9.54431499
2020-04-01 16:14:00,263600.0,263600.0,263600.0,263600.0,1.25439804
2020-04-01 16:15:00,263600.0,263600.0,263450.0,263450.0,14.26805875
2020-04-01 16:16:00,263400.0,263400.0,263300.0,263300.0,19.40484469
2020-04-01 16:17:00,263300.0,263300.0,263300.0,263300.0,0.59037903
2020-04-01 16:18:00,263650.0,263700.0,263350.0,263350.0,10.00210466
2020-04-01 16:24:00,263350.0,263350.0,263300.0,263350.0,26.39099275
2020-04-01 16:26:00,263650.0,263650.0,263300.0,263300.0,17.97651731
2020-04-01 16:28:00,263650.0,263800.0,263650.0,263800.0,17.44311552
2020-04-01 16:30:00,263800.0,264450.0,263800.0,264450.0,5.59801334
2020-04-01 16:35:00,263900.0,264300.0,263750.0,264250.0,55.10457117
2020-04-01 16:36:00,264300.0,264400.0,264300.0,264400.0,18.2056565
2020-04-01 16:37:00,264400.0,264450.0,264350.0,264450.0,21.81533473
2020-04-01 16:38:00,264300.0,264300.0,264300.0,264300.0,48.55306387
2020-04-01 16:39:00,264350.0,264350.0,264350.0,264350.0,4.50107793
2020-04-01 16:40:00,264350.0,264350.0,264350.0,264350.0,2.42405335
2020-04-01 16:41:00,264300.0,264300.0,264300.0,264300.0,18.40999477
2020-04-01 16:42:00,264250.0,264300.0,264250.0,264300.0,3.84443041
2020-04-01 16:44:00,264200.0,264300.0,264100.0,264100.0,2.38878249
2020-04-01 16:45:00,264100.0,264100.0,264100.0,264100.0,0.40586295
2020-04-01 16:46:00,264100.0,264100.0,264100.0,264100.0,17.38055231
2020-04-01 16:47:00,264100.0,264100.0,264000.0,264050.0,27.88483886
2020-04-01 16:48:00,264050.0,264550.0,263750.0,264550.0,46.74045212
2020-04-01 16:49:00,264550.0,264550.0,264550.0,264550.0,3.84728654
2020-04-01 16:50:00,264550.0,264550.0,264550.0,264550.0,9.08230726
2020-04-01 16:51:00,264550.0,264550.0,264550.0,264550.0,11.7266835
2020-04-01 16:52:00,264550.0,264550.0,264550.0,264550.0,1.07857749
2020-04-01 16:54:00,264200.0,264200.0,263950.0,263950.0,25.0
2020-04-01 16:55:00,264500.0,264500.0,264500.0,264500.0,0.47109445
2020-04-01 16:56:00,264050.0,264050.0,264050.0,264050.0,1.0
2020-04-01 16:57:00,264100.0,264100.0,264050.0,264050.0,12.61140309
2020-04-01 16:58:00,264400.0,264450.0,264400.0,264450.0,1.05294093
2020-04-01 17:00:00,264400.0,264400.0,264400.0,264400.0,0.00449696
2020-04-01 17:01:00,264100.0,264100.0,263550.0,263550.0,104.75734614
2020-04-01 17:02:00,263550.0,263550.0,263500.0,263550.0,54.135249
2020-04-01 17:03:00,263550.0,263550.0,263550.0,263550.0,8.61999595
2020-04-01 17:04:00,263550.0,263550.0,263550.0,263550.0,10.473986
2020-04-01 17:05:00,263400.0,263550.0,263300.0,263550.0,16.18158157
2020-04-01 17:06:00,263300.0,263500.0,263200.0,263500.0,30.0567
2020-04-01 17:07:00,263150.0,263450.0,262950.0,263450.0,66.73611546
2020-04-01 17:09:00,263100.0,263500.0,263100.0,263500.0,31.192552
2020-04-01 17:10:00,263150.0,263450.0,263150.0,263250.0,6.17931822
2020-04-01 17:11:00,263500.0,264000.0,263500.0,263600.0,25.46517925
2020-04-01 17:12:00,263450.0,263850.0,263450.0,263450.0,2.95106264
