Time,Open,High,Low,Close,Volume
2018-08-01 17:40:00,525.0,527.0,524.0,527.0,384116.12702394
2018-08-01 17:41:00,527.0,532.0,525.0,530.0,1181345.41306469
2018-08-01 17:42:00,530.0,531.0,527.0,528.0,497603.53461725
2018-08-01 17:43:00,528.0,530.0,528.0,530.0,514432.91345258
2018-08-01 17:44:00,530.0,531.0,528.0,528.0,356303.65315453
2018-08-01 17:45:00,528.0,531.0,526.0,528.0,635141.71994533
2018-08-01 17:46:00,528.0,528.0,524.0,526.0,347324.41196479
2018-08-01 17:47:00,524.0,525.0,523.0,524.0,238282.79799212
2018-08-01 17:48:00,524.0,526.0,524.0,526.0,128014.75412548
2018-08-01 17:49:00,526.0,531.0,526.0,529.0,459048.55292888
2018-08-01 17:50:00,529.0,530.0,528.0,528.0,134718.93266539
2018-08-01 17:51:00,529.0,529.0,527.0,527.0,133810.9076702
2018-08-01 17:52:00,528.0,528.0,524.0,526.0,211125.59430737
2018-08-01 17:53:00,526.0,526.0,523.0,525.0,185346.89051327
2018-08-01 17:54:00,525.0,525.0,521.0,523.0,151719.7938963
2018-08-01 17:55:00,522.0,523.0,520.0,521.0,326474.47781986
2018-08-01 17:56:00,521.0,523.0,520.0,522.0,147745.07605328
2018-08-01 17:57:00,523.0,523.0,521.0,521.0,120684.2319622
2018-08-01 17:58:00,521.0,523.0,521.0,523.0,146112.75076397
2018-08-01 17:59:00,523.0,524.0,522.0,523.0,150388.36155661
2018-08-01 18:00:00,523.0,524.0,523.0,524.0,97865.81403957
2018-08-01 18:01:00,524.0,525.0,523.0,524.0,90849.63443034
2018-08-01 18:02:00,523.0,524.0,523.0,524.0,69760.10661806
2018-08-01 18:03:00,524.0,524.0,522.0,523.0,92683.35124247
2018-08-01 18:04:00,523.0,524.0,522.0,523.0,118842.90549604
2018-08-01 18:05:00,523.0,525.0,523.0,524.0,140875.00970587
2018-08-01 18:06:00,524.0,524.0,522.0,523.0,37447.93949449
2018-08-01 18:07:00,523.0,523.0,521.0,522.0,126161.08110975
2018-08-01 18:08:00,522.0,523.0,522.0,522.0,104477.32099521
2018-08-01 18:09:00,522.0,523.0,521.0,522.0,68072.70820421
2018-08-01 18:10:00,522.0,522.0,521.0,521.0,156202.36117462
2018-08-01 18:11:00,522.0,522.0,520.0,520.0,142771.74869268
2018-08-01 18:12:00,520.0,521.0,519.0,520.0,159820.02637382
2018-08-01 18:13:00,520.0,520.0,518.0,519.0,148494.99730428
2018-08-01 18:14:00,518.0,519.0,518.0,519.0,54379.29304638
2018-08-01 18:15:00,519.0,520.0,519.0,520.0,43434.20015305
2018-08-01 18:16:00,519.0,520.0,519.0,519.0,46816.08386632
2018-08-01 18:17:00,519.0,520.0,518.0,519.0,84418.35770293
2018-08-01 18:18:00,519.0,520.0,518.0,520.0,67630.72604453
2018-08-01 18:19:00,520.0,520.0,519.0,519.0,17913.07521502
2018-08-01 18:20:00,519.0,519.0,518.0,519.0,72510.23001357
2018-08-01 18:21:00,518.0,519.0,518.0,518.0,143131.20443541
2018-08-01 18:22:00,518.0,519.0,517.0,517.0,111525.2626933
2018-08-01 18:23:00,517.0,518.0,516.0,517.0,68949.28702494
2018-08-01 18:24:00,517.0,518.0,517.0,518.0,73154.9310923
2018-08-01 18:25:00,518.0,520.0,518.0,519.0,91496.45855175
2018-08-01 18:26:00,519.0,519.0,518.0,519.0,94716.33445774
2018-08-01 18:27:00,518.0,519.0,518.0,519.0,29457.67548754
2018-08-01 18:28:00,519.0,520.0,519.0,519.0,87667.05044124
