Time,Open,High,Low,Close,Volume
2019-11-01 12:41:00,67430.0,67430.0,67430.0,67430.0,3.52292411
2019-11-01 12:43:00,67400.0,67400.0,67400.0,67400.0,2.10017185
2019-11-01 12:46:00,67520.0,67520.0,67490.0,67490.0,16.2154316
2019-11-01 12:49:00,67490.0,67490.0,67490.0,67490.0,0.45932731
2019-11-01 12:51:00,67490.0,67490.0,67490.0,67490.0,0.20803757
2019-11-01 12:52:00,67570.0,67660.0,67570.0,67620.0,10.8934
2019-11-01 12:53:00,67490.0,67620.0,67490.0,67620.0,0.20179196
2019-11-01 12:54:00,67490.0,67610.0,67490.0,67610.0,17.70651422
2019-11-01 12:55:00,67650.0,67650.0,67650.0,67650.0,0.50755
2019-11-01 12:56:00,67630.0,67630.0,67630.0,67630.0,9.0201
2019-11-01 12:57:00,67630.0,67630.0,67630.0,67630.0,0.4563639
2019-11-01 12:58:00,67670.0,67670.0,67670.0,67670.0,0.0216
2019-11-01 13:01:00,67440.0,67460.0,67400.0,67460.0,2.37499159
2019-11-01 13:06:00,67490.0,67490.0,67490.0,67490.0,2.25
2019-11-01 13:07:00,67520.0,67520.0,67520.0,67520.0,4.44510298
2019-11-01 13:08:00,67510.0,67510.0,67510.0,67510.0,8.27302
2019-11-01 13:11:00,67460.0,67460.0,67460.0,67460.0,1.9393
2019-11-01 13:17:00,67680.0,67680.0,67680.0,67680.0,0.148236
2019-11-01 13:20:00,67650.0,67650.0,67650.0,67650.0,2.24213
2019-11-01 13:22:00,67570.0,67570.0,67570.0,67570.0,0.73953
2019-11-01 13:23:00,67760.0,67760.0,67760.0,67760.0,0.05
2019-11-01 13:31:00,67510.0,67510.0,67510.0,67510.0,0.8267519
2019-11-01 13:37:00,67780.0,67780.0,67780.0,67780.0,3.4709
2019-11-01 13:38:00,67610.0,67610.0,67610.0,67610.0,6.65680474
2019-11-01 13:39:00,67610.0,67610.0,67610.0,67610.0,4.42502684
2019-11-01 13:40:00,67670.0,67670.0,67670.0,67670.0,0.46
2019-11-01 13:46:00,67710.0,67710.0,67710.0,67710.0,1.0215
2019-11-01 13:47:00,67880.0,67880.0,67880.0,67880.0,2.0
2019-11-01 13:48:00,67740.0,67820.0,67710.0,67710.0,9.21943285
2019-11-01 13:52:00,67760.0,67760.0,67760.0,67760.0,3.12891114
2019-11-01 13:57:00,67710.0,67730.0,67710.0,67730.0,24.34099237
2019-11-01 14:01:00,67730.0,67730.0,67650.0,67650.0,20.0
2019-11-01 14:08:00,67840.0,67840.0,67840.0,67840.0,5.2837
2019-11-01 14:10:00,67800.0,67800.0,67800.0,67800.0,0.0232
2019-11-01 14:18:00,67780.0,67780.0,67780.0,67780.0,7.53924218
2019-11-01 14:20:00,67820.0,67820.0,67820.0,67820.0,0.0663
2019-11-01 14:28:00,67760.0,67800.0,67730.0,67800.0,6.75532132
2019-11-01 14:29:00,67810.0,67810.0,67810.0,67810.0,4.83063707
2019-11-01 14:30:00,67810.0,67810.0,67810.0,67810.0,0.0225
2019-11-01 14:35:00,67730.0,67730.0,67730.0,67730.0,1.22883927
2019-11-01 14:36:00,67810.0,67810.0,67810.0,67810.0,0.26
2019-11-01 14:38:00,67810.0,67810.0,67810.0,67810.0,0.07107867
2019-11-01 14:39:00,67810.0,67810.0,67810.0,67810.0,14.63388076
2019-11-01 14:41:00,67810.0,67810.0,67810.0,67810.0,13.29899998
2019-11-01 14:43:00,67810.0,67810.0,67810.0,67810.0,1.1074
2019-11-01 14:46:00,67810.0,67810.0,67810.0,67810.0,9.36299999
2019-11-01 14:47:00,67810.0,67810.0,67810.0,67810.0,20.22093041
2019-11-01 14:48:00,67810.0,67810.0,67810.0,67810.0,1.30899999
2019-11-01 14:52:00,67810.0,67810.0,67730.0,67730.0,1.5
2019-11-01 14:55:00,67880.0,67880.0,67880.0,67880.0,6.16
2019-11-01 14:58:00,67750.0,67750.0,67750.0,67750.0,0.62866
