Time,Open,High,Low,Close,Volume
2019-10-01 17:40:00,10082000.0,10082000.0,10070000.0,10070000.0,0.22009415
2019-10-01 17:41:00,10071000.0,10075000.0,10070000.0,10071000.0,0.9272602
2019-10-01 17:42:00,10075000.0,10080000.0,10071000.0,10071000.0,0.36842068
2019-10-01 17:43:00,10071000.0,10076000.0,10069000.0,10070000.0,1.49049188
2019-10-01 17:44:00,10070000.0,10071000.0,10068000.0,10070000.0,1.73216331
2019-10-01 17:45:00,10070000.0,10072000.0,10064000.0,10072000.0,8.57064551
2019-10-01 17:46:00,10072000.0,10073000.0,10071000.0,10072000.0,0.55970965
2019-10-01 17:47:00,10072000.0,10072000.0,10066000.0,10070000.0,1.21372378
2019-10-01 17:48:00,10070000.0,10075000.0,10067000.0,10068000.0,3.54487245
2019-10-01 17:49:00,10075000.0,10075000.0,10064000.0,10075000.0,5.91648419
2019-10-01 17:50:00,10070000.0,10075000.0,10070000.0,10075000.0,0.66451205
2019-10-01 17:51:00,10075000.0,10077000.0,10073000.0,10073000.0,2.86469741
2019-10-01 17:52:00,10073000.0,10073000.0,10070000.0,10070000.0,0.76674114
2019-10-01 17:53:00,10074000.0,10074000.0,10072000.0,10073000.0,0.6085557
2019-10-01 17:54:00,10073000.0,10073000.0,10072000.0,10072000.0,0.92726649
2019-10-01 17:55:00,10072000.0,10073000.0,10068000.0,10068000.0,2.99779595
2019-10-01 17:56:00,10069000.0,10069000.0,10068000.0,10068000.0,0.3616907
2019-10-01 17:57:00,10068000.0,10068000.0,10065000.0,10065000.0,0.3267924
2019-10-01 17:58:00,10065000.0,10070000.0,10065000.0,10067000.0,2.43743794
2019-10-01 17:59:00,10067000.0,10070000.0,10066000.0,10067000.0,0.4762799
2019-10-01 18:00:00,10070000.0,10078000.0,10070000.0,10078000.0,3.08268758
2019-10-01 18:01:00,10070000.0,10070000.0,10070000.0,10070000.0,1.32412722
2019-10-01 18:02:00,10068000.0,10070000.0,10068000.0,10069000.0,0.14926785
2019-10-01 18:03:00,10068000.0,10070000.0,10060000.0,10060000.0,9.90778836
2019-10-01 18:04:00,10060000.0,10060000.0,10051000.0,10051000.0,5.07523995
2019-10-01 18:05:00,10051000.0,10051000.0,10048000.0,10048000.0,6.90791078
2019-10-01 18:06:00,10049000.0,10054000.0,10049000.0,10054000.0,2.68029368
2019-10-01 18:07:00,10054000.0,10055000.0,10050000.0,10050000.0,4.92306235
2019-10-01 18:08:00,10050000.0,10051000.0,10040000.0,10048000.0,11.9206
2019-10-01 18:09:00,10048000.0,10055000.0,10043000.0,10055000.0,3.08564345
2019-10-01 18:10:00,10047000.0,10055000.0,10046000.0,10046000.0,1.20454267
2019-10-01 18:11:00,10046000.0,10046000.0,10021000.0,10021000.0,15.89144321
2019-10-01 18:12:00,10022000.0,10039000.0,10014000.0,10021000.0,10.52531422
2019-10-01 18:13:00,10021000.0,10034000.0,10000000.0,10003000.0,18.87588385
2019-10-01 18:14:00,10001000.0,10027000.0,9995000.0,10008000.0,17.59874069
2019-10-01 18:15:00,10008000.0,10011000.0,9991000.0,9991000.0,8.93674935
2019-10-01 18:16:00,9992000.0,10005000.0,9991000.0,9992000.0,12.84746515
2019-10-01 18:17:00,9992000.0,9998000.0,9986000.0,9998000.0,26.59480281
2019-10-01 18:18:00,9994000.0,9998000.0,9993000.0,9998000.0,16.42228937
2019-10-01 18:19:00,9998000.0,10005000.0,9995000.0,10000000.0,25.8649498
2019-10-01 18:20:00,9999000.0,9999000.0,9992000.0,9992000.0,2.3295831
2019-10-01 18:21:00,9991000.0,9992000.0,9982000.0,9985000.0,6.32313487
