Time,Open,High,Low,Close,Volume
2017-12-13 12:32:00,272.0,272.0,272.0,272.0,0.5
2017-12-13 12:33:00,272.0,272.0,272.0,272.0,0.0
2017-12-13 12:34:00,272.0,272.0,272.0,272.0,0.0
2017-12-13 12:35:00,272.0,272.0,272.0,272.0,0.0
2017-12-13 12:36:00,272.0,272.0,272.0,272.0,0.0
2017-12-13 12:37:00,273.0,275.0,273.0,275.0,23.02999
2017-12-13 12:38:00,275.0,275.0,275.0,275.0,0.69
2017-12-13 12:39:00,275.0,275.0,275.0,275.0,18.63
2017-12-13 12:40:00,275.0,275.0,275.0,275.0,0.01282
2017-12-13 12:41:00,275.0,275.0,275.0,275.0,0.01
2017-12-13 12:42:00,275.0,275.0,275.0,275.0,0.0
2017-12-13 12:43:00,275.0,288.0,275.0,288.0,3.7456
2017-12-13 12:44:00,288.0,288.0,288.0,288.0,0.0
2017-12-13 12:45:00,280.0,280.0,275.5,275.5,9.10732
2017-12-13 12:46:00,275.5,279.99,275.5,278.0,10.08619
2017-12-13 12:47:00,278.0,278.0,278.0,278.0,0.0
2017-12-13 12:48:00,278.0,278.0,278.0,278.0,0.00546
2017-12-13 12:49:00,279.99,280.0,278.0,280.0,33.9413
2017-12-13 12:50:00,279.99,281.0,279.99,281.0,17.20249
2017-12-13 12:51:00,281.0,281.0,281.0,281.0,0.12474
2017-12-13 12:52:00,281.0,281.0,276.0,276.0,12.0103
2017-12-13 12:53:00,276.0,276.0,276.0,276.0,0.0
2017-12-13 12:54:00,276.0,276.0,276.0,276.0,0.23189
2017-12-13 12:55:00,276.0,276.0,276.0,276.0,0.0
2017-12-13 12:56:00,276.0,276.0,276.0,276.0,0.0
2017-12-13 12:57:00,276.0,276.0,276.0,276.0,0.0
2017-12-13 12:58:00,276.0,276.0,276.0,276.0,1.53265
2017-12-13 12:59:00,276.0,276.0,276.0,276.0,0.0
2017-12-13 13:00:00,276.0,276.0,276.0,276.0,0.04109
2017-12-13 13:01:00,276.0,276.0,276.0,276.0,5.25378
2017-12-13 13:02:00,276.0,284.1,276.0,283.99,0.15511
2017-12-13 13:03:00,283.99,283.99,283.99,283.99,0.0
2017-12-13 13:04:00,280.0,280.0,280.0,280.0,1.1454
2017-12-13 13:05:00,279.0,280.0,279.0,280.0,14.62777
