Time,Open,High,Low,Close,Volume
2018-05-01 17:39:00,737200.0,738500.0,735600.0,738500.0,24.31698806
2018-05-01 17:40:00,738400.0,739000.0,737600.0,739000.0,65.39271807
2018-05-01 17:41:00,737600.0,738900.0,737600.0,738900.0,5.18363141
2018-05-01 17:42:00,738900.0,739000.0,737800.0,739000.0,42.22864681
2018-05-01 17:43:00,739000.0,739300.0,737900.0,738000.0,40.43883297
2018-05-01 17:44:00,739300.0,739500.0,738000.0,739500.0,83.11198764
2018-05-01 17:45:00,739500.0,739500.0,738500.0,739500.0,10.34324566
2018-05-01 17:46:00,739400.0,739800.0,738200.0,738200.0,16.86628936
2018-05-01 17:47:00,738300.0,739500.0,738100.0,738100.0,20.86047945
2018-05-01 17:48:00,738300.0,738300.0,738100.0,738100.0,20.09343147
2018-05-01 17:49:00,738100.0,738300.0,738000.0,738000.0,28.54823898
2018-05-01 17:50:00,738000.0,738300.0,737800.0,737800.0,46.24616523
2018-05-01 17:51:00,738100.0,739800.0,737800.0,739700.0,35.0193337
2018-05-01 17:52:00,739700.0,739800.0,738200.0,739700.0,26.77215384
2018-05-01 17:53:00,739700.0,739700.0,738500.0,738500.0,43.0400783
2018-05-01 17:54:00,738500.0,738500.0,738100.0,738100.0,30.73489244
2018-05-01 17:55:00,738100.0,738300.0,736000.0,736000.0,66.37343847
2018-05-01 17:56:00,736000.0,738300.0,735800.0,738100.0,33.56938824
2018-05-01 17:57:00,738200.0,738500.0,736000.0,738300.0,32.70741366
2018-05-01 17:58:00,738300.0,738400.0,738100.0,738100.0,12.30044466
2018-05-01 17:59:00,736700.0,737700.0,736700.0,736700.0,13.51883546
2018-05-01 18:00:00,737700.0,738000.0,737700.0,737700.0,19.82857981
2018-05-01 18:01:00,737900.0,739500.0,736600.0,739500.0,100.65824537
2018-05-01 18:02:00,739500.0,739700.0,737400.0,739700.0,32.80570227
2018-05-01 18:03:00,737600.0,737900.0,737600.0,737800.0,9.34783663
2018-05-01 18:04:00,737800.0,739200.0,737800.0,737800.0,66.85507576
2018-05-01 18:05:00,737800.0,739400.0,737800.0,739400.0,25.33560804
2018-05-01 18:06:00,739400.0,740000.0,739100.0,740000.0,164.16414298
2018-05-01 18:07:00,740000.0,741800.0,739900.0,741800.0,152.21853583
2018-05-01 18:08:00,741800.0,742000.0,740100.0,742000.0,80.5644131
2018-05-01 18:09:00,740400.0,742000.0,740400.0,741800.0,22.82842439
2018-05-01 18:10:00,741800.0,742500.0,741700.0,742500.0,55.19488518
2018-05-01 18:11:00,742500.0,743500.0,741800.0,742900.0,48.97751971
2018-05-01 18:12:00,741900.0,741900.0,740000.0,740800.0,40.50982528
2018-05-01 18:13:00,740800.0,741100.0,740700.0,741100.0,72.94191717
2018-05-01 18:14:00,741000.0,741100.0,740800.0,740900.0,67.25978514
2018-05-01 18:15:00,740900.0,740900.0,738900.0,738900.0,18.8821975
2018-05-01 18:16:00,738800.0,739700.0,738300.0,739700.0,25.32554236
2018-05-01 18:17:00,739700.0,740600.0,739700.0,740600.0,15.61493111
2018-05-01 18:18:00,739700.0,739700.0,738500.0,738500.0,34.46253054
2018-05-01 18:19:00,738500.0,738700.0,737700.0,737900.0,44.75398729
2018-05-01 18:20:00,738000.0,738000.0,735000.0,735000.0,36.23056676
2018-05-01 18:21:00,735000.0,735000.0,732500.0,734500.0,30.65082501
2018-05-01 18:22:00,734500.0,736100.0,733200.0,736100.0,43.37248533
2018-05-01 18:23:00,736100.0,740500.0,734700.0,739900.0,81.96852865
2018-05-01 18:24:00,739900.0,740600.0,735900.0,735900.0,103.63814718
2018-05-01 18:25:00,735900.0,741100.0,735800.0,740200.0,89.94799585
2018-05-01 18:26:00,741400.0,741400.0,737400.0,741200.0,29.50395197
2018-05-01 18:27:00,738400.0,741000.0,738200.0,740300.0,28.63745933
2018-05-01 18:28:00,738400.0,740300.0,738400.0,739400.0,12.05142294
2018-05-01 18:29:00,738400.0,740000.0,737700.0,739900.0,50.83396094
2018-05-01 18:30:00,739900.0,740000.0,738100.0,740000.0,32.79711564
2018-05-01 18:31:00,740000.0,740000.0,739900.0,739900.0,6.52527477
2018-05-01 18:32:00,738700.0,739900.0,738700.0,739900.0,7.56484656
2018-05-01 18:33:00,739900.0,739900.0,738600.0,739700.0,26.36122872
2018-05-01 18:34:00,739700.0,739700.0,738600.0,738600.0,5.44809693
2018-05-01 18:35:00,738600.0,739000.0,738000.0,738000.0,39.06569488
2018-05-01 18:36:00,738000.0,739600.0,737000.0,737600.0,82.38318736
2018-05-01 18:37:00,737600.0,737600.0,736900.0,737600.0,33.09711716
2018-05-01 18:38:00,737600.0,739300.0,737100.0,739100.0,32.13285519
2018-05-01 18:39:00,739100.0,739100.0,737100.0,738800.0,20.05144204
2018-05-01 18:40:00,738800.0,739600.0,736600.0,739600.0,35.59778175
2018-05-01 18:41:00,736900.0,739900.0,736900.0,739900.0,81.75008426
2018-05-01 18:42:00,739900.0,739900.0,738900.0,739900.0,45.61181524
2018-05-01 18:43:00,739900.0,740000.0,738900.0,739900.0,80.41072181
2018-05-01 18:44:00,739900.0,740000.0,739900.0,740000.0,109.0736471
2018-05-01 18:45:00,740000.0,740000.0,739000.0,739000.0,154.84384928
